clean_dist,year,event_count,max_duration,monsoon_peak_flag,cyclonic_flag,flood_occurred,y_lag1,prior_cum_events,prior_3yr_events,prior_5yr_events,prior_10yr_events,flood_acceleration_rate,Dist_Name,Population,Corrected_Percent_Flooded_Area,Parmanent_Water,Mean_Flood_Duration,dfsi_score,dfsi_rank,drainage_stress_ratio,exposure_severity_index,rainfall_anomaly_pct,hydro_rain_stress
adilabad,2010,0,0.0,0,0,0,0.0,12.0,1.0,2.0,4.0,-0.06666666666666671,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,4.564318660187726,1.5566642856042412
adilabad,2011,0,0.0,0,0,0,0.0,12.0,1.0,2.0,3.0,0.033333333333333326,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-11.95721689969695,1.310705772423539
adilabad,2012,0,0.0,0,0,0,0.0,12.0,0.0,1.0,3.0,-0.3,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-6.310902464904624,1.3947632801714418
adilabad,2013,4,10.0,1,0,1,0.0,12.0,0.0,1.0,2.0,-0.2,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-12.57682520476728,1.3014815730797717
adilabad,2014,2,4.0,1,0,1,1.0,13.0,1.0,1.0,3.0,0.033333333333333326,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,5.214820673320773,1.5663484040925821
adilabad,2015,1,7.0,1,0,1,1.0,14.0,2.0,2.0,4.0,0.2666666666666666,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-3.884085156520987,1.4308916639265532
adilabad,2016,0,0.0,0,0,0,1.0,15.0,3.0,3.0,5.0,0.5,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-28.208642485803765,1.0687684258774313
adilabad,2017,0,0.0,0,0,0,0.0,15.0,2.0,3.0,4.0,0.2666666666666666,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,14.567321299933065,1.7055804470407256
adilabad,2018,0,0.0,0,0,0,0.0,15.0,1.0,3.0,4.0,-0.06666666666666671,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,5.537818459520823,1.5711569193160286
adilabad,2019,0,0.0,0,0,0,0.0,15.0,0.0,2.0,3.0,-0.3,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-5.624147135484622,1.4049871070748683
adilabad,2020,0,0.0,0,0,0,0.0,15.0,0.0,1.0,3.0,-0.3,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,4.580215752043209,1.5569009479327822
adilabad,2021,0,0.0,0,0,0,0.0,15.0,0.0,0.0,3.0,-0.3,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,4.796857413753337,1.5601261239955082
adilabad,2022,2,3.0,1,0,1,0.0,15.0,0.0,0.0,3.0,-0.3,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,5.518504116242806,1.5708693838664027
adilabad,2023,0,0.0,0,0,0,1.0,16.0,1.0,1.0,4.0,-0.06666666666666671,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-13.42748037156224,1.288817745356495
agar malwa,1967,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-4.947398013619433,0.663463793200722
agar malwa,1968,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,14.68219269207338,0.8004776406537633
agar malwa,1969,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,27.307856980139633,0.8886043299309232
agar malwa,1970,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-2.4601829361139407,0.680824466294808
agar malwa,1971,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-8.17714849603177,0.640920249295841
agar malwa,1972,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-29.400494530278337,0.4927820461321834
agar malwa,1973,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-28.52128377490709,0.49891890604544553
agar malwa,1974,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,13.000413158307165,0.7887388791103417
agar malwa,1975,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,31.08181824674952,0.914946445822673
agar malwa,1976,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,10.546973000896545,0.7716139537615349
agar malwa,1977,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,21.263131235683087,0.846412358459697
agar malwa,1978,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,0.5795715313514531,0.7020418447488181
agar malwa,1979,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-22.02105101986387,0.5442903003073983
agar malwa,1980,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-3.599648101481738,0.6728710398231863
agar malwa,1981,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,24.6085850634555,0.8697635076146649
agar malwa,1982,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,8.80876116385713,0.7594812967412272
agar malwa,1983,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,36.73343343920598,0.9543945195727768
agar malwa,1984,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-36.709316796025206,0.4417667257419314
agar malwa,1985,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,7.943835200592891,0.753444144170619
agar malwa,1986,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-10.306381854371143,0.6260582759146625
agar malwa,1987,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-14.166095397070242,0.5991176121748706
agar malwa,1988,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,1.4681724245680279,0.7082442474914541
agar malwa,1989,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-22.419124843997935,0.541511759122679
agar malwa,1990,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,8.184384740781695,0.755123171436061
agar malwa,1991,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,10.92040601359865,0.7742205029557295
agar malwa,1992,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,18.43969984645357,0.8267049074252835
agar malwa,1993,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-19.991458438560237,0.5584567845961367
agar malwa,1994,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-22.317875435907368,0.5422184764028721
agar malwa,1995,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-8.028112697352597,0.6419605138887929
agar malwa,1996,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,24.028411672849536,0.8657139179095801
agar malwa,1997,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,16.959152700736837,0.8163707408187715
agar malwa,1998,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-3.2695583908619117,0.6751750543049333
agar malwa,1999,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,3.0056740604030123,0.7189759544205244
agar malwa,2000,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-10.145894156613235,0.6271784743573285
agar malwa,2001,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,6.11634205890986,0.7406883068080282
agar malwa,2002,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-11.232849502037652,0.6195915645679636
agar malwa,2003,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,4.139383444052057,0.726889205739734
agar malwa,2004,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,5.4254044960673635,0.735865587106215
agar malwa,2005,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-18.209634300703186,0.5708938539305314
agar malwa,2006,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-0.4686804363774657,0.69472508316412
agar malwa,2007,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-7.522250591303649,0.6454914134612615
agar malwa,2008,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-9.300162483336994,0.6330816514640663
agar malwa,2009,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-3.7533941340023684,0.6717978979649517
agar malwa,2010,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-13.263954083190281,0.6054145265738646
agar malwa,2011,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,4.968809781936143,0.7326785721832957
agar malwa,2012,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-0.27682739501759723,0.6960642105935401
agar malwa,2013,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-18.04304117695658,0.5720566680302224
agar malwa,2014,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-14.279706332838025,0.5983246118695831
agar malwa,2015,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-2.9171640805837553,0.6776347541018204
agar malwa,2016,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,30.178974419368462,0.9086446279043384
agar malwa,2017,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,12.175222794925768,0.7829790796186861
agar malwa,2018,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,15.819941197746118,0.8084190849015519
agar malwa,2019,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,4.015470217152042,0.7260242958074569
agar malwa,2020,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-35.90694431419534,0.44736725722902304
agar malwa,2021,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-12.123356953369349,0.6133758541172524
agar malwa,2022,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,-8.418294430559948,0.6392370592190463
agar malwa,2023,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Agar Malwa,702666,0.197996456,0.338892414,6.0,1.9615235052789959,667,0.8514960595528518,0.19613298537689638,39.41187379976456,0.9730899383655492
agra,1967,1,2.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,Agra,5296620,4.031426704,0.10192976,20.0,1083.6973630323296,100,0.024088745269685283,11.292243303081536,-3.0777754364979604,4.391959565981379
